,0,1
0,neutral,0.9987450704501729
1,entailment,0.9999862954027939
2,contradiction,0.9999989844622875
3,entailment,0.9999862954027939
4,neutral,0.8992156312126136
5,contradiction,0.9999989844622875
6,contradiction,0.9999989844622875
7,neutral,0.9356908537587367
8,entailment,0.9992273393080217
9,entailment,0.9444551724460729
10,contradiction,0.9999989844622875
11,neutral,0.9999755700318247
12,neutral,0.9987450704501729
13,entailment,0.959210195304898
14,contradiction,0.9999989844622875
15,entailment,0.9510545640865761
16,neutral,0.9987450704501729
17,contradiction,0.9999989844622875
18,entailment,0.9999862954027939
19,contradiction,0.9999989844622875
20,contradiction,0.8510568025902974
21,entailment,0.9999862954027939
22,neutral,0.9987450704501729
23,contradiction,0.9999989844622875
24,neutral,0.9566414331356441
25,entailment,0.9999862954027939
26,contradiction,0.9999989844622875
27,contradiction,0.9986234158693552
28,contradiction,0.9539986895938563
29,contradiction,0.9998452985774243
30,entailment,0.9992273393080217
31,contradiction,0.9998717458813503
32,neutral,0.9987450704501729
33,entailment,0.9999862954027939
34,contradiction,0.9999989844622875
35,neutral,0.9996608529061741
36,entailment,0.9992470399943071
37,contradiction,0.9999989844622875
38,neutral,0.9999755700318247
39,contradiction,0.9916579125226967
40,neutral,0.964357806189388
41,neutral,0.7638215998510854
42,contradiction,0.9999989844622875
43,entailment,0.9999862954027939
44,neutral,0.9999755700318247
45,contradiction,0.9998717458813503
46,entailment,0.9999862954027939
47,neutral,0.9987450704501729
48,neutral,0.9999755700318247
49,contradiction,0.9999989844622875
50,entailment,0.9999862954027939
51,neutral,0.998523352430184
52,contradiction,0.9999989844622875
53,entailment,0.9992273393080217
54,neutral,0.9250310013188529
55,entailment,0.9989589504532417
56,contradiction,0.9998717458813503
57,entailment,0.9999862954027939
58,contradiction,0.999958236148658
59,neutral,0.9356908537587367
60,contradiction,0.9998710877910096
61,neutral,0.9999755700318247
62,entailment,0.9510545640865761
63,contradiction,0.9931716330340719
64,neutral,0.9999755700318247
65,entailment,0.999633869654132
66,contradiction,0.9999989844622875
67,neutral,0.9999755700318247
68,contradiction,0.9999989844622875
69,entailment,0.9999862954027939
70,neutral,0.9987450704501729
71,contradiction,0.9999989844622875
72,entailment,0.9999862954027939
73,neutral,0.9983135563168426
74,contradiction,0.9999989844622875
75,entailment,0.9992273393080217
76,neutral,0.9999755700318247
77,neutral,0.9999755700318247
78,contradiction,0.9999989844622875
79,entailment,0.9999862954027939
80,neutral,0.9987450704501729
81,entailment,0.9999862954027939
82,contradiction,0.9999989844622875
83,contradiction,0.9999989844622875
84,entailment,0.9992470399943071
85,neutral,0.9999755700318247
86,entailment,0.9971333834017871
87,entailment,0.9999862954027939
88,contradiction,0.9999989844622875
89,neutral,0.9152367904163824
90,contradiction,0.9999989844622875
91,entailment,0.9999862954027939
92,neutral,0.9999755700318247
93,contradiction,0.9999346087158408
94,entailment,0.9999862954027939
95,entailment,0.8393889666378154
96,contradiction,0.9999989844622875
97,entailment,0.9999862954027939
98,neutral,0.9999755700318247
99,contradiction,0.9999989844622875
100,entailment,0.9999862954027939
101,neutral,0.9999755700318247
102,contradiction,0.9999989844622875
103,entailment,0.9999862954027939
104,entailment,0.9999862954027939
105,neutral,0.9999755700318247
106,contradiction,0.9999989844622875
107,neutral,0.9999755700318247
108,contradiction,0.9999989844622875
109,entailment,0.9992470399943071
110,entailment,0.9999862954027939
111,neutral,0.9999755700318247
112,contradiction,0.9998710877910096
113,contradiction,0.9999989844622875
114,entailment,0.9999862954027939
115,neutral,0.9999755700318247
116,entailment,0.9992273393080217
117,entailment,0.8205739260721556
118,contradiction,0.9999989844622875
119,contradiction,0.9986234158693552
120,contradiction,0.9999989844622875
121,entailment,0.9999862954027939
122,entailment,0.9510545640865761
123,neutral,0.8992156312126136
124,contradiction,0.9972700425980409
125,neutral,0.9999755700318247
126,contradiction,0.9999989844622875
127,entailment,0.9999862954027939
128,entailment,0.9522449591102599
129,contradiction,0.9999989844622875
130,neutral,0.9999755700318247
131,entailment,0.9999862954027939
132,contradiction,0.9999989844622875
133,neutral,0.9996526257102828
134,neutral,0.998523352430184
135,contradiction,0.9999989844622875
136,neutral,0.7922632881289021
137,entailment,0.9999862954027939
138,contradiction,0.9999989844622875
139,neutral,0.9999755700318247
140,neutral,0.9573453106051871
141,neutral,0.986600746447989
142,neutral,0.6779637091637498
143,neutral,0.998523352430184
144,entailment,0.9999862954027939
145,contradiction,0.9998710877910096
146,entailment,0.9971333834017871
147,contradiction,0.9999989844622875
148,entailment,0.9997023976763403
149,contradiction,0.999868750977433
150,entailment,0.9999862954027939
151,neutral,0.9987450704501729
152,contradiction,0.9999989844622875
153,neutral,0.9566414331356441
154,entailment,0.9999862954027939
155,neutral,0.7164376730808703
156,neutral,0.9996683940404067
157,entailment,0.9999862954027939
158,contradiction,0.9999989844622875
159,entailment,0.9999862954027939
160,neutral,0.9987450704501729
161,neutral,0.9999755700318247
162,entailment,0.9999862954027939
163,contradiction,0.9999989844622875
164,neutral,0.9995934537627764
165,entailment,0.9999862954027939
166,contradiction,0.9999989844622875
167,neutral,0.9999755700318247
168,entailment,0.9999862954027939
169,contradiction,0.9999989844622875
170,neutral,0.9999755700318247
171,contradiction,0.9999989844622875
172,entailment,0.9999862954027939
173,contradiction,0.9999989844622875
174,neutral,0.9987784437717632
175,entailment,0.9992470399943071
176,entailment,0.9999862954027939
177,neutral,0.9999755700318247
178,contradiction,0.9999473781581192
179,contradiction,0.9998452985774243
180,neutral,0.9999755700318247
181,entailment,0.9999862954027939
182,contradiction,0.9998452985774243
183,entailment,0.9999862954027939
184,neutral,0.9132037481195595
185,contradiction,0.9999989844622875
186,neutral,0.9995934537627764
187,entailment,0.945796943028393
188,contradiction,0.9998452985774243
189,neutral,0.9987450704501729
190,entailment,0.959210195304898
191,entailment,0.9992273393080217
192,neutral,0.9999755700318247
193,contradiction,0.9999989844622875
194,contradiction,0.9999989844622875
195,entailment,0.9999862954027939
196,neutral,0.9575287194714472
197,contradiction,0.9999989844622875
198,entailment,0.9999862954027939
199,contradiction,0.8264280038222496
200,neutral,0.9987784437717632
201,contradiction,0.9999989844622875
202,contradiction,0.9999989844622875
203,entailment,0.959210195304898
204,neutral,0.9987450704501729
205,contradiction,0.9999989844622875
206,entailment,0.9848379556735614
207,neutral,0.9999755700318247
208,contradiction,0.9999989844622875
209,neutral,0.9999755700318247
210,entailment,0.9999862954027939
211,contradiction,0.999868750977433
212,neutral,0.9987784437717632
213,neutral,0.9913430992026909
214,contradiction,0.9998717458813503
215,neutral,0.9999755700318247
216,entailment,0.9999862954027939
217,neutral,0.796496131095828
218,neutral,0.9999755700318247
219,entailment,0.9990888838903725
220,neutral,0.998523352430184
221,contradiction,0.999958236148658
222,entailment,0.9999862954027939
223,neutral,0.9999755700318247
224,contradiction,0.9999989844622875
225,contradiction,0.9999989844622875
226,neutral,0.9637711701450119
227,entailment,0.9999862954027939
228,entailment,0.9999862954027939
229,neutral,0.9987784437717632
230,contradiction,0.9999989844622875
231,contradiction,0.8517041550575336
232,entailment,0.9999862954027939
233,contradiction,0.9999989844622875
234,neutral,0.9987450704501729
235,neutral,0.796496131095828
236,contradiction,0.9999989844622875
237,contradiction,0.9999989844622875
238,entailment,0.9999862954027939
239,neutral,0.9999755700318247
240,neutral,0.9999755700318247
241,contradiction,0.9999989844622875
242,entailment,0.9999862954027939
243,contradiction,0.9999989844622875
244,entailment,0.9999862954027939
245,neutral,0.9996526257102828
246,entailment,0.9999862954027939
247,entailment,0.8393889666378154
248,contradiction,0.9999989844622875
249,neutral,0.9983135563168426
250,contradiction,0.9998717458813503
251,entailment,0.9999862954027939
252,contradiction,0.9999989844622875
253,neutral,0.796496131095828
254,neutral,0.9987450704501729
255,contradiction,0.9999989844622875
256,neutral,0.9999755700318247
257,entailment,0.9351407397545609
258,neutral,0.9983135563168426
259,entailment,0.9999862954027939
260,contradiction,0.9999989844622875
261,entailment,0.9992273393080217
262,entailment,0.9971333834017871
263,contradiction,0.9999989844622875
264,neutral,0.9996526257102828
265,contradiction,0.9999989844622875
266,entailment,0.9999862954027939
267,entailment,0.9992470399943071
268,contradiction,0.9999989844622875
269,entailment,0.8776850729753392
270,contradiction,0.9999989844622875
271,entailment,0.9990888838903725
272,neutral,0.9356908537587367
273,neutral,0.9971087215684644
274,entailment,0.9999862954027939
275,contradiction,0.9999989844622875
276,entailment,0.9999862954027939
277,neutral,0.9961392210379102
278,contradiction,0.9999989844622875
279,neutral,0.9575287194714472
280,contradiction,0.9808278078123567
281,neutral,0.9987450704501729
282,entailment,0.9999862954027939
283,contradiction,0.9999989844622875
284,entailment,0.9999862954027939
285,contradiction,0.9999989844622875
286,neutral,0.9983135563168426
287,entailment,0.9999862954027939
288,neutral,0.9999755700318247
289,contradiction,0.9999989844622875
290,entailment,0.9510545640865761
291,contradiction,0.994794895713192
292,neutral,0.9999755700318247
293,entailment,0.9997023976763403
294,neutral,0.9999755700318247
295,contradiction,0.9998452985774243
296,entailment,0.9992273393080217
297,neutral,0.9356908537587367
298,contradiction,0.9999989844622875
299,contradiction,0.8487656152661851
300,entailment,0.9351407397545609
301,contradiction,0.9999989844622875
302,neutral,0.9999755700318247
303,entailment,0.9999862954027939
304,contradiction,0.9999989844622875
305,contradiction,0.9999989844622875
306,neutral,0.9987784437717632
307,entailment,0.9992273393080217
308,neutral,0.9999755700318247
309,contradiction,0.9836885199778217
310,entailment,0.9999862954027939
311,neutral,0.9983135563168426
312,contradiction,0.9999989844622875
313,entailment,0.9997023976763403
314,entailment,0.9351407397545609
315,contradiction,0.9999473781581192
316,neutral,0.998523352430184
317,neutral,0.9152367904163824
318,contradiction,0.9999346087158408
319,entailment,0.9351407397545609
320,entailment,0.9999862954027939
321,neutral,0.9999755700318247
322,contradiction,0.9836064320284249
323,entailment,0.9999862954027939
324,neutral,0.9999755700318247
325,contradiction,0.9999989844622875
326,neutral,0.9996683940404067
327,entailment,0.9999862954027939
328,contradiction,0.9999989844622875
329,neutral,0.9996683940404067
330,entailment,0.9999862954027939
331,contradiction,0.9999473781581192
332,neutral,0.7638215998510854
333,neutral,0.9987784437717632
334,entailment,0.9999862954027939
335,contradiction,0.9999989844622875
336,neutral,0.9987784437717632
337,neutral,0.9999755700318247
338,entailment,0.9999862954027939
339,contradiction,0.9999989844622875
340,neutral,0.9999755700318247
341,entailment,0.9999862954027939
342,contradiction,0.9999989844622875
343,entailment,0.959210195304898
344,contradiction,0.9999989844622875
345,neutral,0.9636081387312136
346,entailment,0.9999862954027939
347,neutral,0.9999755700318247
348,contradiction,0.9999989844622875
349,entailment,0.8604004262321882
350,entailment,0.9999862954027939
351,contradiction,0.9999989844622875
352,contradiction,0.9999989844622875
353,entailment,0.8604004262321882
354,entailment,0.9992470399943071
355,entailment,0.9999862954027939
356,neutral,0.9999755700318247
357,neutral,0.7164376730808703
358,neutral,0.9953656714690615
359,contradiction,0.9999989844622875
360,neutral,0.9995934537627764
361,entailment,0.9999862954027939
362,neutral,0.9987784437717632
363,contradiction,0.9999989844622875
364,entailment,0.9997023976763403
365,neutral,0.9152367904163824
366,contradiction,0.9999989844622875
367,contradiction,0.9999989844622875
368,contradiction,0.9999989844622875
369,neutral,0.9356908537587367
370,entailment,0.9989589504532417
